,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,text
1702,Fri Jun 18 20:17:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ProfJNMoyo: It's telling how Mnangagwa and his varakashi have fallen for the sarcastic insult to the Australian Prime Minister on this…,0.05,0.4,en,138,37,TinyikoHalimani,845,552,,,,,it s telling how mnangagwa and his varakashi have fallen for the sarcastic insult to the australian prime minister on this 
1703,Fri Jun 18 20:17:35 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,389,188,grobleronline,37,202,,,,,dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
1704,Fri Jun 18 20:17:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,149,91,lfasano,258,597,,,,San Francisco,you can get a  covid19 vaccine and other vaccines  including flu and shingles  at the same visit  you no longer need to wait 14 
1705,Fri Jun 18 20:17:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @cdesetfree: Lol they missed the point.,0.8,0.7,en,22,3,TinyikoHalimani,845,552,,,,,lol they missed the point 
1706,Fri Jun 18 20:17:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @observerug: Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing v…,0.5,0.5,en,46,16,majorBILLYB,2142,500,,,,Secret society,museveni says  uganda s  covid19 vaccine will be better than all the existing vaccines because it covers all the existing v 
1707,Fri Jun 18 20:17:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RGrosjean: Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccin…,0.375,0.75,en,438,30,mvineburg,695,1481,,,,"Milwaukee, WI",excited to be racing at   this weekend  come on another drive with me to  vaccinequity  amp   gogiveone to get vaccin 
1708,Fri Jun 18 20:18:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ClarkCountyNV: Vax Nevada Days: The state is launching the new initiative as an incentive for Nevadans to get #COVID19 vaccines and rew…,0.136363636,0.454545455,en,97,35,JilanInVegas,1143,890,,,,"East side of Vegas, NV",vax nevada days  the state is launching the new initiative as an incentive for nevadans to get  covid19 vaccines and rew 
1709,Fri Jun 18 20:18:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,149,92,Andrew23577805,169,793,,,,"West of lost, north of nowhere",you can get a  covid19 vaccine and other vaccines  including flu and shingles  at the same visit  you no longer need to wait 14 
1710,Fri Jun 18 20:18:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ern_reconnet: #ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement…",0.1,0.3,en,14,7,HeleneLBorgne,987,5001,,,,"Brussels, Gent, Brest", ernreconnet meeting   sle and  covid19  vaccines    that s the reason why erns were developed       patientsinvolvement 
1711,Fri Jun 18 20:18:43 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Uganda imposes new anti-coronavirus measures to stem raging pandemic https://t.co/aCj1qRG4pH,0.136363636,0.454545455,en,0,,AfricaTimesofN1,264,18,FALSE,,,,uganda imposes new anti coronavirus measures to stem raging pandemic  
1712,Fri Jun 18 20:18:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/czqNYIIFzv",0,0,en,0,,charuhaasparab,292,3669,FALSE,,,, africa is  in the midst of full blown third wave  of coronavirus    
1713,Fri Jun 18 20:18:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Rainbowandsteel: It is precisely because people HAVE done their research that these findings are coming to light. They’ve been censored…,0.4,0.75,en,11,4,MarkLil05744037,417,952,,,,,it is precisely because people have done their research that these findings are coming to light  they ve been censored 
1714,Fri Jun 18 20:18:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ImmunizedotCa: 'Ask the Experts' video series: #COVID19 vaccines questions | @GovCanHealth | https://t.co/BhcIYbPTqJ,0,0,en,0,1,ThisIsCANVax,720,614,FALSE,,,Canada, ask the experts  video series   covid19 vaccines questions        
1715,Fri Jun 18 20:19:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DailySabah: Palestinian Authority calls off agreement with Israel for 1 million #COVID19 vaccines, which it would exchange for similar…",0,0,en,2,3,BillieO2,3907,4998,,,,New York,palestinian authority calls off agreement with israel for 1 million  covid19 vaccines  which it would exchange for similar 
1716,Fri Jun 18 20:19:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @RealJoelSmalley: Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy…",5.55E-17,0.9,en,571,375,sharondolphin7,152,958,,,,"The World, in all it's glory.",yet another amazingly qualified and courageous doctor  roger hodkinson  speaks out against the crazy government policy 
1717,Fri Jun 18 20:19:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,178,115,GriffinMang,202,277,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel   
1718,Fri Jun 18 20:19:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…",0.5,0.694444444,en,86,45,GLHnetwork,159,364,,,,Greenwood Mississippi,how do we know  covid19 vaccines are safe   cdc  amp    fda have safety monitoring systems to make sure every vaccine is as safe 
1719,Fri Jun 18 20:19:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lizAOBB: Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in…,0.266666667,0.5,en,56,18,StephenHarveyJ,79,89,,,,,covid vaccines in healthy young people poses an ethical question as well as a benefit risk question  is risk of myocarditis in 
1720,Fri Jun 18 20:20:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…",0,0,en,935,525,yshakya,803,1875,,,,Toronto,we are dying  ugandans need the world to stand with them  we need oxygen  ppes   covid19 vaccines and money to pay our 
1721,Fri Jun 18 20:20:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SivaThambisetty: This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not t…",-0.65,1,en,10,6,awasim04,77,121,,,,"Kolkata, India",this is happening now  we knew this was coming and have had months to scale up production    it s very difficult not t 
1722,Fri Jun 18 20:20:06 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Africa: A Third Wave of Coronavirus Infections Hits Africa https://t.co/mLj721iWtu,0,0,en,0,,DmcNewz,5,54,FALSE,,,,africa  a third wave of coronavirus infections hits africa  
1723,Fri Jun 18 20:20:06 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Africa: A Third Wave of Coronavirus Infections Hits Africa https://t.co/s8AEHRFxFQ,0,0,en,0,,Moses62806123,11,136,FALSE,,,"Pretoria, South Africa",africa  a third wave of coronavirus infections hits africa  
1724,Fri Jun 18 20:20:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @josh_soane: ""The judge ordered delivery of 80.2m doses by 27 Sept 2021. To date, AZ has supplied more than 70m doses to the EU &amp; will s…",0.5,0.5,en,5,3,Morris2906,935,423,,,,London/Essex boundary England, the judge ordered delivery of 80 2m doses by 27 sept 2021  to date  az has supplied more than 70m doses to the eu  amp  will s 
1725,Fri Jun 18 20:20:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,150,93,unoankh,3008,4577,,,,EARTH ,you can get a  covid19 vaccine and other vaccines  including flu and shingles  at the same visit  you no longer need to wait 14 
1726,Fri Jun 18 20:20:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","https://t.co/iqV3TIXvNt I on your side Cole I'm not getting the shot either. It's a trust thing for me , how are we… https://t.co/1UQ6kQ1nkC",0,0,en,0,,golfball71,2,76,FALSE,,,,  i on your side cole i m not getting the shot either  it s a trust thing for me   how are we   
1727,Fri Jun 18 20:20:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ShelterBox: Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a…,-0.166666667,0.066666667,en,4,2,ShelterBoxNZ,821,1404,,,,Dunedin - New Zealand,families who have been displaced from their homes have even less protection against  covid19   africa is on the brink of a 
1728,Fri Jun 18 20:20:21 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",RT @ShelterBox: Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a…,-0.166666667,0.066666667,en,4,3,viralvideovlogs,6857,4582,,,,കേരളം,families who have been displaced from their homes have even less protection against  covid19   africa is on the brink of a 
1729,Fri Jun 18 20:20:26 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @BBCSportWales: Ex-British and Irish Lions captain Sam Warburton says the lack of Test matches played by South Africa during the coronav…,0,0,en,0,1,BBCScrumV,134098,855,,,,Wales,ex british and irish lions captain sam warburton says the lack of test matches played by south africa during the coronav 
1730,Fri Jun 18 20:20:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,391,190,NorthSeaMermaid,763,1278,,,,London,dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
1731,Fri Jun 18 20:20:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","South Africa deploys army medics to Covid-hit Gauteng province https://t.co/s4ldJ90JV6 
#SouthAfrica #Army #Medics… https://t.co/2dXaylqRyn",0,0,en,0,,TheWorldExplor3,8,293,FALSE,,,,south africa deploys army medics to covid hit gauteng province     southafrica  army  medics   
1732,Fri Jun 18 20:20:47 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @globalhlthtwit: The greatest political failure of our generation. Millions will die because Germany and UK want to preserve patents on…,0.227777778,0.466666667,en,193,111,DianeFirestoker,369,1189,,,,,the greatest political failure of our generation  millions will die because germany and uk want to preserve patents on 
1733,Fri Jun 18 20:20:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",They declined. Crazy! The Palestinian leadership hates Israel more than they love their own people.,0.2125,0.75,en,0,,cipibel,1730,954,,,,Belgium,they declined  crazy  the palestinian leadership hates israel more than they love their own people 
1734,Fri Jun 18 20:21:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HloniLesedi: Which one is this one? 😂😭,0,0,en,2,2,ossfy03,402,1717,,,,"Klerksdorp, South Africa",which one is this one    
1735,Fri Jun 18 20:21:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","South Africa deploys army medics to Covid-hit Gauteng province https://t.co/9ETA5rRr8a 
#SouthAfrica #Army #Medics… https://t.co/oxF9kKRchV",0,0,en,0,,YourWorldEvent1,22,1216,FALSE,,,Germany,south africa deploys army medics to covid hit gauteng province     southafrica  army  medics   
1736,Fri Jun 18 20:21:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We're now at 69.47% of 18+ vaccinated with 1 dose, so I guess tomorrow we will finally know whether @SKGov will rou… https://t.co/SSxA0TnMdh",0,1,en,0,,mturg1989,454,2011,,,,"Winnipeg, Manitoba",we re now at 69 47  of 18  vaccinated with 1 dose  so i guess tomorrow we will finally know whether   will rou   
1737,Fri Jun 18 20:21:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ShelterBox: Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a…,-0.166666667,0.066666667,en,5,4,JimBobReturns,2614,4838,,,,,families who have been displaced from their homes have even less protection against  covid19   africa is on the brink of a 
1738,Fri Jun 18 20:21:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Tswana_Guy3: Digital Vibes is whyling now.,0,0,en,1,1,RahbeeMolefe,2331,2015,,,,Krugersdorp/Sandton,digital vibes is whyling now 
1739,Fri Jun 18 20:21:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @LukeMor19529310: Beware of the false prophets (Profits) of this Pandemic. Dr Eric Feigl-Ding says: 1% of kids in with #DeltaVarient are…,-0.4,0.6,en,17,3,maryfbex,51,1072,,,,,beware of the false prophets  profits  of this pandemic  dr eric feigl ding says  1  of kids in with  deltavarient are 
1740,Fri Jun 18 20:21:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @RealJoelSmalley: Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy…",5.55E-17,0.9,en,571,376,deRbYdaStuntMaN,896,867,,,,Earth,yet another amazingly qualified and courageous doctor  roger hodkinson  speaks out against the crazy government policy 
1741,Fri Jun 18 20:21:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SABCNews: South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also re…,0.068181818,0.602272727,en,39,32,Pandy_Ru,4077,775,,,,South Africa,south africa has recorded 10 510 new  coronavirus cases bringing the total to 1 796 589  the department of health has also re 
1742,Fri Jun 18 20:21:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @stkirsch: **BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed…",-0.1,0.05,en,794,449,JohnMarcmail,3033,4996,,,,UK,  big news    up to 25 800 may have been killed by the covid vaccine   i bet that this is a lower bound on the number killed 
1743,Fri Jun 18 20:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 262,26… https://t.co/MWjZxry3UE",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411004   bmcc deenanath hospital pvt vaccines  covishield  min age limit   18 45   dose1 capacity  262 26   
1744,Fri Jun 18 20:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 972,0,… https://t.co/ciStl0oGTO",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411038   bsm deenanath hosp pvt pmc vaccines  covishield  min age limit   18 45   dose1 capacity  972 0    
1745,Fri Jun 18 20:22:14 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @joannachiu: ""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people…",0,0,en,17,9,theresaboyle,22394,3673,,,,"Toronto, Ontario, Canada", can i be fired if i don t get vaccinated      can i ask my employee to get vaccinated     these were some questions people 
1746,Fri Jun 18 20:22:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@City_Press South Africa #MinisterHealth stealing #Covid19 Funds@JustinTrudeau
@SwedishPM
@FinlandUN
@RTErdogan… https://t.co/2HJ1Gos81U",0,0,en,0,,SaveTheWorldSa1,388,556,,,,,  press south africa  ministerhealth stealing  covid19 funds          
1747,Fri Jun 18 20:22:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Artemis2030: Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21…",0.35,0.55,en,60,22,KingOfWrong,4203,4410,,,,City of London,any politician promoting lockdowns  mask mandates  amp  vaccines as a solution to covid19  are in full support of un agenda 21 
1748,Fri Jun 18 20:22:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TelGlobalHealth: ""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases shou…",0,0,en,279,254,Kenecia__,158,368,,,,, africa is in the midst of a full blown third wave     said   the sobering trajectory of surging cases shou 
1749,Fri Jun 18 20:22:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,150,94,CatherineZhang,414,1232,,,,,you can get a  covid19 vaccine and other vaccines  including flu and shingles  at the same visit  you no longer need to wait 14 
1750,Fri Jun 18 20:22:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AusHCFJ: Tonight, we reached the 200,000 💉mark, as another 20,000 #COVID19 vaccines touched down in Nadi. These form part of the 1 mill…",-0.155555556,0.288888889,en,254,64,nasawanakid,19,501,,,,Savusavu  Fiji,tonight  we reached the 200 000  mark  as another 20 000  covid19 vaccines touched down in nadi  these form part of the 1 mill 
1751,Fri Jun 18 20:22:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Artemis2030: Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21…",0.35,0.55,en,61,23,jacoslapbass,213,1333,,,,,any politician promoting lockdowns  mask mandates  amp  vaccines as a solution to covid19  are in full support of un agenda 21 
1752,Fri Jun 18 20:23:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,0.175,0.275,en,135,119,SfpLouise,2838,5005,,,,"South West, England",africa is in the midst of a full blown third wave  the sobering trajectory of surging cases should rouse everyone into urg 
1753,Fri Jun 18 20:23:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,393,191,AlisonCarrick1,954,1450,,,,European Union,dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
1754,Fri Jun 18 20:23:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,394,192,SfpLouise,2838,5005,,,,"South West, England",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
1755,Fri Jun 18 20:23:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WHOAFRO: ""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Afri…",0.166666667,0.166666667,en,72,59,HesperusThinks,388,848,,,,, africa needs millions more doses here  amp  now to curb the third wave    in the midst of a third wave of  covid19 cases in  afri 
1756,Fri Jun 18 20:23:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NathanStall: 👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitu…",0.4,0.8,en,214,46,LeslieMaggie,4351,4968,,,,,      people are free to believe that  covid19 is a hoax  and to argue that vaccines are a plot   but there is no constitu 
1757,Fri Jun 18 20:23:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0,0,en,180,116,professor_hess,117,948,FALSE,,,san diego via phila,liars  you tried to load off your expired vaccines  just another war crime by israel     
1758,Fri Jun 18 20:23:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MissMaleka: 🤢 What presentation style is this?,0,0,en,1,2,Augo_TheDuchess,864,257,,,,"Pretoria, South Africa",  what presentation style is this 
1759,Fri Jun 18 20:23:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,394,193,HesperusThinks,388,848,,,,,dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
1760,Fri Jun 18 20:24:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","While we waited a long time to receive #Covid19 vaccines in #NovaScotia , the booking and rescheduling process is v… https://t.co/0FqjtTJVdE",-0.05,0.4,en,0,,QueenoftheBB,1926,2442,FALSE,,,"Halifax, Nova Scotia",while we waited a long time to receive  covid19 vaccines in  novascotia   the booking and rescheduling process is v   
1761,Fri Jun 18 20:24:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I feel incredibly blessed that I was able to receive both doses of the Covid vaccine during my pregnancy. Vaccines… https://t.co/ecKQyFMOp3,0.7,0.7625,en,0,,Gold_Dana,717,1460,,,,"Toronto, Ontario",i feel incredibly blessed that i was able to receive both doses of the covid vaccine during my pregnancy  vaccines   
1762,Fri Jun 18 20:24:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,0,0.4,en,57,12,JustTumoMaqala,2255,2489,,,,Bloemfontein,zweli please just release the graphic designers  what are these fireworks 
1763,Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Africa: A Third Wave of Coronavirus Infections Hits Africa https://t.co/loBptevxCX,0,0,en,0,,News_Centric1,12,5,FALSE,,,Nigeria,africa  a third wave of coronavirus infections hits africa  
1764,Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.644444444,0.911111111,en,810,269,Gmaontherun,138,371,,,,"Ohio, USA",i m pleased to welcome the  wecandothis bus to atlanta today  remember  there are 3 easy ways to find a  covid19 vaccine n 
1765,Fri Jun 18 20:24:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NathanStall: 👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitu…",0.4,0.8,en,215,47,marn_1966,291,410,,,,central ontario,      people are free to believe that  covid19 is a hoax  and to argue that vaccines are a plot   but there is no constitu 
1766,Fri Jun 18 20:24:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0,0,en,580,644,seonaidsnail,1389,5002,,,,La La Land Evidently, africa is  in the midst of a full blown third wave  of coronavirus  the head of   has warned  cases have risen 
1767,Fri Jun 18 20:24:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8,911,332 doses of #COVID19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,15… https://t.co/T3dpbEUEZB",0.25,0.333333333,en,0,,NYCMayor,1519552,1365,FALSE,,,"New York, NY",8 911 332 doses of  covid19 vaccine have been administered citywide  including     4 630 909 first doses   3 900 15   
1768,Fri Jun 18 20:25:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The impact of #COVID19 continues to be felt across #Africa. How has the pandemic affected your organisation over th… https://t.co/7IZimaTOCI,0,0,en,0,,wavegambia,251,168,FALSE,,,The Gambia 🇬🇲,the impact of  covid19 continues to be felt across  africa  how has the pandemic affected your organisation over th   
1769,Fri Jun 18 20:25:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @lizAOBB: Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in…,0.266666667,0.5,en,57,19,Iobey10,946,1872,,,,,covid vaccines in healthy young people poses an ethical question as well as a benefit risk question  is risk of myocarditis in 
1770,Fri Jun 18 20:25:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WHOAFRO: ""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Afri…",0.166666667,0.166666667,en,73,60,JillardFaber,334,485,,,,Drachten, africa needs millions more doses here  amp  now to curb the third wave    in the midst of a third wave of  covid19 cases in  afri 
1771,Fri Jun 18 20:25:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JAMA_current: In a small convenience sample, #COVID19 mRNA vaccines were immunogenic in pregnant and lactating women and induced immune…",0.041666667,0.45,en,31,22,SallyFereday,6267,498,,,,London,in a small convenience sample   covid19 mrna vaccines were immunogenic in pregnant and lactating women and induced immune 
